GeneName,p-value
MCC,0.00043136836651778965
SLC46A3,0.0004317796684871115
ABHD14B,0.00043232252899623013
FAM200A,0.00043245534649097805
KIAA1614,0.0004324928798083001
SAMD10,0.0004326414699455034
KAZALD1,0.00043319072304321055
CHRNE,0.00043535775753612783
HNF4G,0.0004356217111709106
ZMIZ1-AS1,0.0004372710585105564
NFYA,0.0004373062386460059
WASF2,0.0004374101068834998
CHAMP1,0.00043785581294932436
IGFBP6,0.0004379158527140895
TTPAL,0.0004380126758850982
NFKBIA,0.0004382122925500352
RARS1,0.00043830967511313115
MYH2,0.00043960493849529343
CALB1,0.00043991147236049585
TBC1D23,0.0004403270008125623
TRBV12-4,0.0004412043459017368
DNASE1,0.00044151644581357554
LINC01232,0.0004416030771550241
MSANTD1,0.0004422616996096091
FCRL6,0.00044288602138965874
CD63,0.0004435746702810296
CIT,0.00044375463053064244
UGDH,0.00044424855175369444
NES,0.00044479074399884845
SREK1IP1,0.00044586767369436946
MAPKBP1,0.0004460185935541315
PTPMT1,0.00044654970731864807
CACNA1G,0.0004466407934178005
MAK,0.0004470562951672851
LINC02009,0.00044792863153637414
PGM3,0.00044920884594352333
LINC00161,0.000449452859756744
COPG2IT1,0.00044955161762152474
EFHC2,0.0004515509167781786
CSTPP1,0.0004519796444442136
CTC1,0.0004538381513060606
DCLK1,0.00045443835073738053
SETD1A,0.0004552292669007623
PCSK1,0.00045533455031053797
FBXO39,0.0004555269740627083
RNF212B,0.00045676971938436327
C3orf20,0.00045712078411409585
UGGT2,0.0004578633668765833
LIMCH1,0.0004579629745402184
ECD,0.00045882755004619254
CCDC81,0.0004606608023257762
ENHO,0.0004608169733901861
LINC02044,0.0004620615595597251
FHIP2B,0.00046255815004880467
ZNF383,0.0004627643000189985
ARHGAP28,0.0004634862973928679
METTL22,0.0004647652101762528
ZNF543,0.0004663196155678791
GSTK1,0.0004672732347039665
SALL1,0.000467459299459338
NUTM2A,0.00046768954473082005
FYCO1,0.00046832352819923856
LINC00578,0.0004685569595601728
FBXO48,0.0004688107520661325
PDZRN3-AS1,0.0004692431620347021
LINC01726,0.00047148468198524143
MYO6,0.00047239134598578544
KLHL31,0.0004727238763055952
SYT6,0.0004745464002949627
RNF139-DT,0.0004750994297599065
RCC2,0.0004751859158903501
UBE2D2,0.00047589026468379184
ZNF670-ZNF695,0.00047604745940401527
PPP3R1,0.00047625828123324494
SEPTIN5,0.0004781475884153831
NHEJ1,0.0004785040248822073
TDRD7,0.000478873749236655
MAIP1,0.00047924775501386824
STAR,0.0004792593685841285
DDX59,0.00047927774993637576
AGT,0.00047962008421769563
RHOBTB3,0.00048110338481276746
AGK,0.00048155594743638455
CLDN18,0.00048171032172424874
YIPF7,0.0004819954474807153
CACNA1C-AS4,0.00048203622273816155
MYH1,0.0004828193961704795
LINC00954,0.0004848300763083773
PCDH19,0.0004848666871415672
NAA10,0.00048561154813978844
FAM98B,0.000485756467222055
P2RY2,0.0004858678223247894
FRMD4A-AS1,0.000486438164259463
SPEM2,0.0004871204333162364
DHX32,0.0004887066960330143
AKR1B15,0.0004887320426417186
EMC7,0.0004888690961654795
ACOT9,0.0004893169594594382
GJB2,0.0004904735211279986
SLX1A-SULT1A3,0.0004905544394430233
AGER,0.0004916962466847984
RMDN2-AS1,0.0004918135913215808
ZNF439,0.0004935555992999701
CACNA1S,0.0004938392021308125
UTRN,0.0004939000176933248
FUT4,0.0004939269727523125
MEPCE,0.0004944721391530884
SNAP25,0.0004948863531973136
ANTXR2,0.0004950694950210763
ADAMTS7,0.0004966523369708997
DMRTA1,0.0004982786678013079
DIRC3,0.0004988113589632148
GPR137C,0.0004989301139520472
STK33,0.0004993555185266432
HIC1,0.0004997470885726601
RTCA-AS1,0.0005001175453594182
RAP1B,0.0005009638362737293
NPRL2,0.0005010062443932126
AKAP1,0.0005044777657985967
RPS2,0.0005045792503935267
SULF1,0.0005056827356026054
TNFAIP1,0.0005060152822042123
TADA2B,0.0005060217497153895
UMPS,0.0005067773073691748
IFT57,0.0005081181065393766
ZNF578,0.0005111114348855677
ZNF281,0.0005116457693040603
GUSBP11,0.0005116462986628182
ADCY5,0.0005117557623159872
SYDE1,0.0005124480267745579
SGPP1,0.0005131904408616744
RET,0.0005133620347515846
CADM4,0.0005148476895012233
FAM167B,0.0005151347380835569
JKAMP,0.0005155475010508812
FKBP5,0.0005172538607386991
LYNX1-SLURP2,0.0005172567324290536
RHOA-IT1,0.0005180185712968991
NOTUM,0.0005180288482792379
CNTN5,0.0005184027751188876
CPNE3,0.0005204095335424941
ACTA2,0.0005207698321368867
CCN1,0.0005211033448555781
DPEP2,0.0005237632184398329
ZXDA,0.0005237634573409194
ADAMTSL4-AS2,0.0005254317459983143
QDPR,0.0005254578724559761
CMTM4,0.0005255497994857901
STYXL2,0.0005255873110649595
TMSB4X,0.0005267237113101543
LINC02315,0.0005287576930881559
LCAL1,0.0005290889751558542
LAG3,0.0005297616064029358
RHBDD3,0.0005307159939588551
PLG,0.0005314567857400859
SIGLEC1,0.0005326540694141443
PPM1F,0.0005327848749106211
RTKN,0.0005353504350085381
FIGNL2,0.0005367047564368549
PCDH9,0.0005389768808051396
FAR2,0.0005406908192871203
OLFML2A,0.000541748800718077
TAMALIN,0.0005420535713554046
SNAI2,0.000542680231033329
BNAT1,0.0005434181209077178
FPGT-TNNI3K,0.0005436293607404522
ZNF667-AS1,0.0005446829408974802
CCL26,0.0005454783972962995
CASS4,0.0005456330721714422
MTDH,0.0005458251907082698
LRRC2-AS1,0.0005486287038235742
SCOC,0.0005505953089339865
SLC22A4,0.0005517446046041869
SLC37A2,0.0005520335615965586
F2RL2,0.0005522439897357443
ZNF74,0.00055670818377055
FAM200C,0.0005571863290619149
PPP1R11,0.0005576161758633024
ATF6,0.0005599498901903698
YY1AP1,0.0005612029567807423
OR5P2,0.000561744730364995
CMBL,0.000562575479369604
PTK6,0.000564444802473538
ZBTB10,0.0005649920197697422
UBTD2,0.0005650891054590568
DAP3,0.0005651376049897083
TLN1,0.0005653800017321136
KARS1,0.0005654167619969924
CSF1R,0.0005654479581006887
SUSD2,0.0005658929428064779
CAPN15,0.0005675233289932351
COL7A1,0.0005679458809840262
SHANK3,0.0005679505770590997
FNDC3A,0.0005684629447420491
RN7SKP70,0.0005685375760681324
TRAPPC1,0.0005691508737166836
CPD,0.0005696190174635506
ZNF160,0.0005697889642254464
UBA7,0.0005703089946787851
SLC25A24,0.0005718873717375581
PROS1,0.0005722860199649606
GCNT3,0.0005723370436156594
IMPA2,0.0005735466346778446
RN7SKP69,0.0005739780232938528
CTDP1,0.0005752177831896417
ADORA1,0.0005757340155390763
IFRD1,0.0005779155595724717
PGGHG,0.0005780710603593161
OSTM1,0.0005802244058378087
GSTCD,0.0005815353388525958
OSR1,0.0005823309440111243
ADAMTSL3,0.0005827915464516251
SCN4A,0.0005832070540827172
TONSL-AS1,0.0005832140428763523
TRIM62,0.0005836986630610396
CTU1,0.0005849088657325183
SYT2,0.0005854084624909912
SMCHD1,0.0005855605229165337
MAP3K5-AS1,0.0005861238433926766
COX11,0.0005862960008987825
GID4,0.000586469374103022
CASP6,0.0005870362052845733
PHF10,0.0005878426421137947
GLE1,0.0005882355994609486
RBAK-RBAKDN,0.0005887159847182287
TIMM17A,0.000591818120512629
ITIH3,0.0005919879594283646
VSIG10,0.0005921291871294253
SPAG1,0.0005930630463406094
NAPEPLD,0.0005938276628489741
NCAM1,0.0005948245841997298
EPOR,0.0005954113959516312
ADNP,0.0005963210506016714
KLHL11,0.0005963588381596202
PRKAG3,0.0005968915807521168
PRTG,0.0005970340475534892
ERICD,0.0005992389896489723
CFI,0.0005995682652458388
HSP90AB1,0.0005997122860267562
MIR7161,0.0006032137791246413
TAFAZZIN,0.000603215899141997
NXPH3,0.0006037221017184212
PLCB1,0.0006048272726427128
LINC00640,0.0006050797090086288
IFT74,0.0006078265826761858
MLH3,0.0006085082021695399
LINC01816,0.0006105630495690986
GLRX,0.0006155128929922061
LRRD1,0.000615863052506813
LOC101928295,0.0006166450166981401
EML4,0.0006169573121565223
DAGLB,0.0006172000536722853
SNAPC1,0.0006185813665665947
BIRC3,0.0006194287864372364
FBLL1,0.0006199094817185898
FBXL3,0.0006200025419711376
FBXO36,0.000620901774189533
SLC17A9,0.0006229504467694385
ZSCAN25,0.0006239432503396752
RHBDF1,0.000625121826409518
SDC2,0.0006251373480803666
METTL2A,0.0006255193599982109
DDX52,0.0006255813489798294
UNG,0.0006256265632740357
PABPC1,0.0006272851565744152
CYYR1,0.0006274990144416853
MED24,0.0006275362331597866
LINC01563,0.0006281477407650018
CPB1,0.0006302296647873355
GFY,0.0006309851944831336
COLGALT2,0.0006310956827681459
SLC1A3,0.0006322704172244782
LCT,0.0006323830376882572
CREBRF,0.0006328153875896306
PPP2R5C,0.0006336923094059033
LGALS12,0.0006337792453698818
GPHN,0.0006352778828751035
MACIR,0.0006356700800876505
SEMA3D,0.000636064868377377
CHRM3,0.00063751311958714
RREB1,0.0006375663575126104
SYT9-AS1,0.0006382638398815426
NACC2,0.0006385320262754016
ATP1B1,0.0006408682637666746
STK32B,0.0006420092921462214
NMT1,0.0006421513380131718
EFCAB14,0.0006423901262366722
C1S,0.0006424498238862104
PLEKHN1,0.0006427606936267333
INTS6-AS1,0.0006430191962948498
FRMD4A,0.0006447160625232594
ZFYVE19,0.0006467613062581639
COL13A1,0.0006467902116861915
APOL1,0.0006472260199949044
B3GALT1,0.0006480210020919692
ZBTB12,0.0006480503285332589
MIR765,0.0006481965950889842
SLC27A3,0.0006492203493211541
OTOF,0.0006495572780162376
TAF1A-AS1,0.0006496638210808404
LINC01108,0.0006514107623288258
MYHAS,0.0006519280493532682
FAH,0.0006526400507108615
CSRP1,0.0006527948660663432
LINC01341,0.0006558946671957934
WNT2B,0.0006592130142556868
RN7SL509P,0.0006604149550027548
RAET1E,0.000662051441333672
TEC,0.0006629703033104629
PLEKHM2,0.0006636131138737728
TBC1D8B,0.0006644640775098897
LOC128706665,0.0006674525990364402
CHRM2,0.0006680376901060598
TPPP,0.0006684630099464458
ZNF365,0.0006688390963105961
FBXO38-DT,0.0006713631596933715
HEATR1,0.000671564835264158
RRAGB,0.0006722111009556477
ACTC1,0.000672741958809918
OCRL,0.0006750033859653946
LINC02550,0.0006754481029844935
C20orf144,0.0006763844680404546
RASL12,0.0006765636656654428
PSMD5,0.0006796356111449512
SMAD9,0.0006798194564664368
OR4F21,0.0006803491674196604
RNU1-36P,0.0006829852648474135
GPALPP1,0.0006832277747576361
LINC02729,0.0006851206164980938
CIBAR1,0.0006853972869998449
DPP9,0.000685465576904085
HSD17B4,0.000686977671482249
STARD4-AS1,0.0006869862787164815
ARHGAP1,0.0006874200271346861
GDF5,0.000688814062801149
BEGAIN,0.0006899995426137178
TOR4A,0.0006900667567667236
PRDM5,0.0006910175271200451
TAS2R4,0.0006910818459758848
TBC1D22A-DT,0.0006917608049558013
LYNX1,0.0006926347065011338
ICOSLG,0.0006961975092184312
TJP3,0.0006965432906844296
ZNF652,0.0006969286400436079
KIAA1671,0.0006995936341726128
WASHC2A,0.0007000644456796632
MIR6806,0.0007013827014538994
SLC66A1LP,0.000702377724456396
TATDN2,0.0007039350470499225
ATP11A,0.0007040320304521107
SOCS2-AS1,0.0007050463752159039
HLA-C,0.00070606138861565
WDR53,0.0007075373963061745
GNB4,0.0007086416207061866
SALRNA1,0.0007091194252293166
TXLNG,0.0007092365340794307
GLCCI1,0.0007100481954319963
TEKT3,0.0007104947509480935
IL16,0.0007108346596624425
CNIH2,0.0007114483430488939
SEMA3C,0.0007125970382227072
RN7SL144P,0.0007128059906290384
PWWP3A,0.0007139616118755946
RNF213,0.0007143347255369468
OMD,0.0007163709512762863
DPP4,0.0007164068792449327
BPTF,0.0007166878896594817
CCND3,0.0007178270728890287
WBP1L,0.0007188869740006122
PGAP4,0.0007213679453194924
THPO,0.0007214462215436709
RGS14,0.0007223992595667059
PCDHGB7,0.0007227353420529865
UBR4,0.0007243869044600956
NR2F1-AS1,0.0007264547089459687
CD68,0.0007267533611705238
TMEM185B,0.000727232092708106
TSPAN32,0.0007289732563897672
ARMCX5,0.0007298441581508572
TNFSF18,0.0007306120716621032
LINC01538,0.0007312336596399601
KCNJ15,0.0007329369546728586
NUDT4B,0.0007342329962863619
SP110,0.0007351671071958023
IL17D,0.0007356403441927007
TMPO,0.0007368244928872945
PRR29,0.0007387397505620246
LINC01819,0.0007389001950086085
CRKL,0.0007399335658937483
WHR1,0.0007423936028044144
DMTN,0.0007451363052325039
ANKRD28,0.00074572982925951
CSPG4,0.0007458586332718953
ARPC5L,0.0007464987801423771
SMS,0.0007473943826380127
SLC2A8,0.0007484047555064319
VEGFD,0.0007501460953006952
HRH2,0.0007506957304225405
WDFY1,0.0007518112176094656
SCN2B,0.0007524501924479936
MTG1,0.0007533275206801714
PIK3R1,0.0007543291565170124
MAP1B,0.0007545626132436058
NFKB1-AS1,0.0007546035199162049
HS3ST3A1,0.0007546717891592535
VPS52,0.0007561453435519403
FUOM,0.0007579808781010787
OTUD6B,0.0007587296414323256
HSPB2,0.0007588882555645355
DENND5A,0.0007597002559351088
SYNRG,0.0007600121326493175
COQ9,0.0007602459530637934
LINC01220,0.0007646643464877443
KRTAP5-7,0.0007649499883436735
HOXA9,0.0007652534160165717
ZNF362,0.0007662379738325473
FKBP9,0.0007694569597647895
MIAT,0.0007699366512899965
ANKRD2,0.000771856176148259
TFR2,0.0007725214714530928
FAM136A,0.0007736240216394875
H2BC9,0.0007743039993852624
ZFP92,0.0007746662926102203
ASCC3,0.0007747376110542207
DDOST,0.0007748522665989152
TNFRSF1B,0.0007748984628820187
LRRC4C,0.000776880885451168
RNU6-1301P,0.000778399940501037
PIK3AP1,0.0007791052657681157
KIF12,0.0007793648324178629
RCC1L,0.0007800151390373484
NR6A1,0.0007800572855865069
NSUN5,0.0007804284669985962
IPO5,0.0007805029956213931
MAP3K7CL,0.0007808652926743761
C8orf33,0.0007818005092016105
A1BG,0.000783583144237375
RTN4,0.000784647916463145
LAGE3,0.0007855942341590801
CHRNA5,0.0007879523844739091
ANKRD55,0.0007879669869767968
CEP120,0.0007892447931228106
MRM2,0.0007896653552070359
PTPRN2,0.0007906252406820156
ST8SIA4,0.0007912005870029092
BCL7C,0.0007935509527088759
PLCXD3,0.0007950480703669009
HPX,0.0007952400737245444
TBRG4,0.0007956406676368032
FBLN7,0.0007983050829129973
TLN2,0.0008005776629042694
RWDD2A,0.000800984226409226
METAP1,0.0008016586266379245
MGST1,0.0008022078733982332
MYH15,0.0008028308334098746
TEAD2,0.0008040880531523325
YOD1,0.000804586127257334
DBNDD1,0.0008056289111541084
EYA1,0.00080713588718418
HDHD5,0.0008078690320982144
AKIP1,0.000809514333784039
SH2B2,0.0008102182182689569
ZXDB,0.0008104065883568393
TAS1R3,0.0008109068312999561
USP6NL-AS1,0.0008132890468584534
ERI1,0.0008134702641406967
LINC02302,0.0008137028420521036
AMY2B,0.0008137163013955289
PIRT,0.0008143552651682789
LINC02873,0.0008147114534993039
CCDC63,0.0008157621152854601
DDX11,0.0008160011969460699
MDM1,0.0008177874857529451
XPA,0.0008206083479841621
ACTN4,0.0008222883997406605
CCDC88C,0.0008231251750475996
TRIM43,0.0008233410529013122
PITPNM1,0.0008249389526830485
VSIG10L2,0.0008281678447867054
CLDN5,0.0008289183356780282
ENO3,0.000828985233080595
EP400,0.0008295540155907829
EMC8,0.0008324358391577433
SHD,0.0008374276651973798
MYO15B,0.0008380292188416483
OTULIN,0.0008395482154148857
ARHGEF10,0.0008403986430840472
RN7SL417P,0.0008416209437667625
RNF122,0.0008421661421671137
GGT2P,0.0008424696996996197
LOC124907879,0.0008426369314857808
NECAB1,0.000844606945694806
ERVK13-1,0.0008462157651054959
CRIM1-DT,0.0008485352928293751
HEMK1,0.0008486584433450968
LINC01793,0.000850234685407975
MIR6807,0.0008506121519302215
AFTPH,0.0008508290847086781
ALG11,0.0008509047386256458
TBX1,0.0008519722594347078
PFKFB3-AS1,0.0008521258998816564
SAA1,0.0008524279130210562
LINC02388,0.0008536756922497874
NPIPB4,0.0008552218240378192
SELENOT,0.0008553942022560082
GATD1,0.0008569971199553743
SORCS1,0.0008583191850910459
MVK,0.0008612561441637831
MRAS,0.000861355313757032
SCN2A,0.0008622459157591432
CASC18,0.00086343185467394
ZSCAN29,0.0008635675714091172
VARS2,0.0008649628936583627
PARP11,0.0008653758816903988
ARHGEF25,0.0008698938958923446
KBTBD13,0.0008707589885072514
HRC,0.0008727458806884225
TMEM184B,0.0008728307536182233
ZNF286B,0.0008740974737281046
MRTFB,0.0008741104772586717
RAD51,0.0008747342850995093
MAP4K5,0.0008748144640399945
GPI,0.0008762171335761433
UBE2L3,0.0008763774828816955
RXFP3,0.0008777593732829846
ASIC1,0.0008778697399142004
TM7SF3-AS1,0.0008779694606193227
CHMP4A,0.0008789718497466944
EIF2B2,0.0008794152414745704
HMGCS1,0.0008795462962843993
CIAO1,0.0008802964375262824
SYTL3,0.0008806569525667814
RAP2A,0.0008822991903399983
NOTCH1,0.000883317570022389
CD109,0.0008837767164080401
SNX16,0.0008852562675966141
UBE2G2,0.0008858767616573068
LINC02101,0.0008893048862608196
MEG3,0.0008903203160733214
BTBD3,0.0008904618042155748
DCBLD2,0.0008905003683125666
ZNF705G,0.0008914278026502619
TLE4,0.0008923013584662045
ELAVL2,0.0008924310439958556
PRPF6,0.0008927367725048996
TCN2,0.0008960096341401136
JAK3,0.0008961438902022064
ENOX2,0.0008968940425931896
CCDC197,0.0008971802884775083
BARD1,0.0009006740788319036
PLEKHH2,0.0009010588770146174
EHBP1L1,0.0009013483730526098
TPM3,0.0009020152466444567
LINC02204,0.0009021463150489424
USP5,0.0009038798117475119
IFT81,0.0009046693119460217
VCF1,0.0009047789259401954
TRIM49B,0.0009048510852791704
MT-ND4L,0.0009049203128293484
CCNH,0.0009053893193211893
VRK1,0.0009080885492609397
SNX2,0.000908755601576012
RHBG,0.0009091746105225792
SNORA63D,0.000910852434367773
TEN1,0.0009114364693743676
HOXC4,0.0009116043405597809
PRRC2A,0.0009117797305196168
RPS6KB1,0.0009119016395149155
SCGB2B2,0.000912257839786061
RN7SKP281,0.0009138025234908529
ZNF589,0.000916741928106754
CD8A,0.000918667163499699
EXOC3L4,0.0009226437048077104
ENTREP1,0.000923017045662317
TMEM47,0.00092484444512468
FIG4,0.0009254108341696015
HOTAIRM1,0.000925987618541755
MTMR9-AS1,0.0009267444410903743
OVCH2,0.0009272931387177497
RN7SL127P,0.0009299184224262898
ARAP1-AS2,0.0009306463204271248
NCCRP1,0.0009307864051614082
GGA2,0.0009323500069328073
FANCF,0.0009328282187254874
ADAM33,0.0009339881485344835
FHL5,0.0009340379871524002
GOLT1A,0.0009353897698183893
SELENOM,0.0009359140273640733
U2AF1,0.0009368225248946442
ROS1,0.0009371234277721571
RSBN1,0.0009389404031418957
MTX3,0.0009395301724066821
BRD8,0.0009396371003255921
INMT-MINDY4,0.0009421435790501033
AP1S1,0.0009429739795597238
JCHAIN,0.0009445122905150478
SMG1,0.0009446402248242026
SYNGR2,0.0009446929872398403
ABRAXAS1,0.0009448296727840105
LOC105373436,0.0009456157172736546
ANGPTL3,0.0009489423457437386
NFE2,0.0009514095197613618
FMNL1-DT,0.0009522644998727779
HCP5B,0.0009542947150329678
GOLGA7B,0.0009580349512724527
RPL39L,0.0009591215260647308
MYOM3,0.0009592920275667235
HOXC-AS1,0.0009594545497745517
STON1,0.0009601147817960212
GTF2IRD2B,0.0009611455189689468
GALNT18-AS1,0.0009612330503688541
KLHL18,0.0009624610095525246
NUP54,0.000962765373085331
SENP2,0.0009628996872670633
CNNM3,0.000964796093148426
RSPH1,0.0009653412552057261
LINC02605,0.0009654554227178925
GULP1,0.0009654904717433513
OTOP1,0.0009689020418751057
NEU1,0.0009711373124637087
NOL4,0.0009728460216704424
PCMTD2,0.0009735724219218555
TMEM9B,0.0009744337584421847
PDXDC2P-NPIPB14P,0.0009755036871061816
RPP40,0.0009770796903237513
LOC124907880,0.0009796599870625742
RELCH,0.0009797965269174682
ABCC8,0.0009798531267365353
SELENOK,0.0009806495822774076
INSIG1,0.000984625988594966
RN7SL834P,0.000987055166866416
GSG1L,0.0009871763705393685
ZFHX3-AS1,0.0009890029622477584
LIX1L,0.0009934774994942001
LOC101927511,0.0009951056151933093
MIR181A2HG,0.000995644526073646
FTSJ3,0.00099752109745386
SYNPO2L,0.000997959999496844
TBC1D2,0.0009986441823369057
SUPT7L,0.0009988918171480845
HTR2B,0.000999264176971782
SUDS3,0.0009995460394730084
HERC3,0.000999683782247174
PRPH,0.0009997923613768566
KCNH2,0.0010008454373730384
SRRM2,0.0010022504119787086
DPPA2,0.0010028873338256146
PUS1-AS1,0.0010045741021113567
THBS4-AS1,0.0010054433670913434
CAPN10,0.0010064418412624866
SRP19,0.0010073342329600726
REXO2,0.0010087264140289742
CHST2,0.001009439752075051
LOC105375977,0.0010111802864284415
PRMT1,0.0010140707715625484
PLPP6,0.0010174475199131961
ARL14EPL,0.0010179727472821223
RN7SL764P,0.0010201211701394096
MIR450A1,0.0010208851679359321
STARD3,0.001021899750346609
SPATA25,0.0010221825628513215
TRPV1,0.0010239248979505135
TMEM91,0.001025705621139574
WDR11,0.0010260409682522095
SMG6,0.0010294192670125561
OCLN,0.0010294368509936565
RERG,0.0010316772716498313
BCAR1,0.0010333330746948558
DNAJB4,0.0010334606095438149
WNK1,0.0010354185390031286
LCN10,0.001035726729302748
TRIM54,0.001039533011073162
TRIM63,0.0010417147540465752
TXNDC2,0.0010428941539213192
DKK2,0.0010513874820981648
ACER2,0.0010525891954370184
RPSA,0.0010537764186728303
